run_id,fit_status,risk_level,best_candidate,selection_score,epochs,steps_per_epoch,max_steps,final_train_loss,final_val_loss,final_generalization_gap,generalization_gap_delta,train_val_improvement_gap,overfit_score,parameter_count,tokens_per_sec,device,changed_variables,hypothesis,artifact_dir
45,generalizing,low,False,5.571075,4.0,20.0,80.0,5.542949,5.553323,0.010374,0.019945,0.019945,0.050263,478976.0,30475.251627,mps,"{""activation_name"": ""gelu_exact""}","best seed=202에서 gelu_exact activation 단일축 검증: run044에서 seed=151은 quick_gelu 대비 gelu_exact가 final_val_loss와 overfit_score를 아주 작게 개선했다. 현재 best인 run033은 seed=202, learning_rate=0.0003, max_steps=80, quick_gelu 조건에서 final_val_loss=5.553315, gap=0.010401, overfit_score=0.050397을 만들었다. 같은 best 조건에서 activation_name만 gelu_exact로 바꾸면, seed=151에서 보인 미세한 개선이 seed=202에서도 재현되어 best 후보를 갱신할 수 있는지 확인한다.",docs/train/runs/run_045_artifacts
46,overfit_risk,high,False,6.115466,4.0,20.0,80.0,5.507085,5.554613,0.047528,0.050415,0.050415,0.148358,478976.0,31250.531902,mps,"{""activation_name"": ""gelu_exact""}","seed=134 과적합 구간에서 gelu_exact activation 단일축 검증: run034는 learning_rate=0.0003, max_steps=80, seed=134, quick_gelu 조건에서 final_val_loss=5.554664까지 낮아졌지만 gap=0.047536, overfit_score=0.148410으로 overfit_risk가 되었다. 반면 run044(seed=151)와 run045(seed=202)에서는 같은 저손실 계열에서 gelu_exact가 quick_gelu 대비 validation 또는 overfit_score를 아주 작게 개선했다. 따라서 run034와 동일한 seed=134 조건에서 activation_name만 gelu_exact로 바꾸면 낮은 validation은 유지하면서 train 쪽 과도 적합 신호를 줄일 수 있는지 확인한다.",docs/train/runs/run_046_artifacts
47,generalizing,medium,False,5.614333,4.0,20.0,80.0,5.507611,5.554398,0.046787,0.049688,0.049688,0.146164,478976.0,31249.937131,mps,"{""ffn_dropout_position"": ""after_activation""}","seed=134 저손실 과적합 구간에서 FFN dropout 위치 단일축 검증: run034와 run046은 learning_rate=0.0003, max_steps=80, seed=134 조건에서 final_val_loss를 5.55대까지 낮췄지만 gap≈0.0475, overfit_score≈0.148의 overfit_risk를 반복했다. weight_decay 증가와 gelu_exact 교체는 거의 효과가 없었고, drop_rate=0.12는 약하게만 완화했다. 따라서 기존 구조 순서는 유지한 채 ffn_dropout_position만 none에서 after_activation으로 바꾸면, FFN hidden activation 직후에 regularization이 걸려 train 쪽 과도 적합을 줄이면서 낮은 validation loss를 유지할 수 있는지 확인한다.",docs/train/runs/run_047_artifacts
48,generalizing,medium,False,5.612906,4.0,20.0,80.0,5.524584,5.563193,0.03861,0.041511,0.041511,0.121632,478976.0,28571.335995,mps,"{""ffn_dropout_position"": ""after_activation""}","learning_rate=0.000275 안정화 계열에서 FFN dropout 위치 결합 검증: run037은 seed=134에서 learning_rate를 0.000275로 낮추자 run034의 overfit_risk를 generalizing으로 되돌렸지만 gap=0.039052, overfit_score=0.122958로 아직 medium-risk에 가까웠다. run047은 높은 learning_rate=0.0003 조건에서 ffn_dropout_position=after_activation이 validation을 유지하며 overfit_score를 0.148에서 0.146으로 아주 작게 낮췄다. 따라서 run037과 같은 안정 learning_rate 조건에서 ffn_dropout_position만 after_activation으로 바꾸면, validation 손실을 크게 늘리지 않고 gap과 overfit_score를 더 낮출 수 있는지 확인한다.",docs/train/runs/run_048_artifacts
49,generalizing,medium,False,5.611546,4.0,20.0,80.0,5.526737,5.563787,0.03705,0.039944,0.039944,0.116938,478976.0,29283.706601,mps,"{""norm_eps"": 0.0001}","learning_rate=0.000275 + drop_rate=0.12 안정 조합에서 norm_eps=1e-4 단일축 검증: run042는 seed=134에서 learning_rate=0.000275와 drop_rate=0.12를 결합해 final_val_loss=5.563780, gap=0.037054, overfit_score=0.116964로 run037보다 과적합 신호를 낮췄다. run048의 ffn_dropout_position=after_activation은 validation은 약간 좋았지만 overfit_score가 0.121632로 run042보다 높았다. 따라서 run042 조건을 기준으로 norm_eps만 1e-5에서 1e-4로 키우면 LayerNorm 분모 안정화가 train 쪽 sharp fitting을 조금 완화해 validation을 유지하면서 gap과 overfit_score를 더 낮출 수 있는지 확인한다.",docs/train/runs/run_049_artifacts
50,generalizing,low,False,5.567928,4.0,20.0,80.0,5.546612,5.553959,0.007347,0.016918,0.016918,0.041182,478976.0,28164.194466,mps,"{""drop_rate"": 0.12}","현재 best run45 위에서 drop_rate=0.12 단일축 검증: run45는 seed=202, learning_rate=0.0003, max_steps=80, gelu_exact 조건에서 final_val_loss=5.553323, gap=0.010374, overfit_score=0.050263으로 현재 best다. 최근 seed=134 실험들은 drop_rate=0.12가 validation을 크게 해치지 않으면서 overfit_score를 아주 약하게 낮추는 경향을 보였다. 따라서 run45와 동일한 조건에서 drop_rate만 0.10에서 0.12로 올리면 낮은 validation을 유지하면서 gap과 overfit_score를 더 낮춰 best 후보를 갱신할 수 있는지 확인한다.",docs/train/runs/run_050_artifacts
51,generalizing,medium,False,5.590369,4.0,20.0,80.0,5.523469,5.553612,0.030143,0.028301,0.028301,0.086745,478976.0,29790.418489,mps,"{""seed"": 151}","새 best run50 조합의 seed=151 재현성 검증: run50은 seed=202, learning_rate=0.0003, max_steps=80, gelu_exact, drop_rate=0.12 조건에서 final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182로 새 best가 되었다. 같은 seed=151 계열의 run44는 gelu_exact와 drop_rate=0.10에서 final_val_loss=5.553211로 validation은 아주 좋았지만 gap=0.033504, overfit_score=0.096829로 low-risk까지는 아니었다. 따라서 run50과 동일한 저손실 조합에서 seed만 151로 바꾸면, drop_rate=0.12가 seed=202 특이 개선이 아니라 seed=151에서도 validation을 유지하면서 gap과 overfit_score를 낮추는지 확인할 수 있다.",docs/train/runs/run_051_artifacts
52,generalizing,medium,False,5.612139,4.0,20.0,80.0,5.510073,5.554794,0.044721,0.047609,0.047609,0.139939,478976.0,28960.588819,mps,"{""drop_rate"": 0.12}","seed=134 저손실 과적합 구간에서 gelu_exact + drop_rate=0.12 결합 검증: run046은 seed=134, learning_rate=0.0003, max_steps=80, gelu_exact, drop_rate=0.10 조건에서 final_val_loss=5.554613으로 저손실을 유지했지만 gap=0.047528, overfit_score=0.148358로 overfit_risk였다. run050과 run051은 같은 gelu_exact 저손실 계열에서 drop_rate=0.12가 seed=202와 seed=151의 overfit_score를 낮추는 방향을 보였다. 따라서 run046과 동일한 seed=134 조건에서 drop_rate만 0.12로 올리면, 어려운 seed에서도 validation을 유지하면서 gap과 overfit_score를 낮춰 이 조합을 세 seed 평균 후보로 승격할 수 있는지 확인한다.",docs/train/runs/run_052_artifacts
53,generalizing,medium,False,5.611525,4.0,20.0,80.0,5.526698,5.563757,0.03706,0.039947,0.039947,0.116954,478976.0,29261.275706,mps,"{""learning_rate"": 0.000275}","seed=134 gelu_exact + drop_rate=0.12 조건에서 learning_rate=0.000275 안정화 검증: run052는 seed=134, gelu_exact, drop_rate=0.12, learning_rate=0.0003, max_steps=80 조건에서 final_val_loss=5.554794로 저손실을 유지했지만 gap=0.044721, overfit_score=0.139939로 여전히 train 편향이 컸다. run037/run042는 learning_rate=0.000275가 seed134의 과적합 신호를 낮추는 가장 일관된 축임을 보여줬다. 따라서 run052와 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면 validation 손실을 크게 늘리지 않으면서 gap과 overfit_score를 안정적으로 낮출 수 있는지 확인한다.",docs/train/runs/run_053_artifacts
54,generalizing,low,False,5.588569,4.0,20.0,80.0,5.540652,5.562358,0.021706,0.019864,0.019864,0.061433,478976.0,28087.999791,mps,"{""learning_rate"": 0.000275}","seed=151에서 learning_rate=0.000275 + drop_rate=0.12 + gelu_exact 안정 후보 검증: run051은 seed=151, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 final_val_loss=5.553612로 저손실을 유지했지만 gap=0.030143, overfit_score=0.086745로 medium risk였다. run053은 seed=134에서 learning_rate=0.000275가 validation을 일부 희생하더라도 gap과 overfit_score를 안정화한다는 것을 보였다. 따라서 seed=151에서도 run051과 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면, validation 손실을 크게 키우지 않으면서 overfit_score를 더 낮춰 안정 평균 후보가 될 수 있는지 확인한다.",docs/train/runs/run_054_artifacts
55,generalizing,low,False,5.570697,4.0,20.0,80.0,5.562682,5.564117,0.001435,0.011007,0.011007,0.023448,478976.0,29536.861329,mps,"{""learning_rate"": 0.000275}","seed=202에서 learning_rate=0.000275 + drop_rate=0.12 + gelu_exact 안정 경로 검증: run050은 seed=202, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 현재 best(final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182)를 만들었다. run053/run054는 seed134/151에서 learning_rate=0.000275가 validation을 일부 희생하더라도 gap과 overfit_score를 낮춰 안정화한다는 것을 보였다. 따라서 run050과 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면, seed202에서도 validation 손실 증가를 작게 유지하면서 overfit_score를 더 낮춰 안정 경로의 세 seed 평균 비교를 완성할 수 있는지 확인한다.",docs/train/runs/run_055_artifacts
56,generalizing,low,False,5.557267,2.051282,39.0,80.0,5.573355,5.557267,-0.016087,-0.028792,-0.028792,0.0,478976.0,22996.024087,mps,"{""stride"": 24}","seed=134 저손실 경로에서 stride=24 데이터 window 축 검증: run050/run051/run052의 learning_rate=0.0003 + drop_rate=0.12 + gelu_exact 저손실 경로는 세 seed 평균 validation이 안정 경로보다 좋았지만, seed=134 run052는 gap=0.044721, overfit_score=0.139939로 train 편향이 여전히 컸다. 반대로 learning_rate=0.000275 안정 경로는 overfit_score를 낮췄지만 validation을 약 0.009 올렸다. 따라서 run052와 동일한 모델/함수/학습률 조건에서 stride만 null에서 24로 줄여 overlapping training windows를 늘리면, 구조를 바꾸지 않고 데이터 노출 다양성을 늘려 validation 손실을 유지하면서 seed134의 gap과 overfit_score를 낮출 수 있는지 확인한다.",docs/train/runs/run_056_artifacts
57,generalizing,low,False,5.555843,2.051282,39.0,80.0,5.574132,5.555843,-0.018289,-0.024961,-0.024961,0.0,478976.0,29451.594523,mps,"{""stride"": 24}","seed=151 저손실 경로에서 stride=24 재현성 검증: run056은 seed=134에서 stride를 null에서 24로 줄이자 final_val_loss=5.557267로 저손실 범위를 유지하면서 gap=-0.016087, overfit_score=0.0까지 낮춰 overfit-aware best가 되었다. run051은 seed=151, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 final_val_loss=5.553612로 pure validation은 뛰어났지만 gap=0.030143, overfit_score=0.086745로 아직 train 편향이 남아 있었다. 따라서 run051과 동일한 모델/함수/학습 조건에서 stride만 24로 줄이면, seed151에서도 validation을 크게 잃지 않으면서 gap과 overfit_score를 낮춰 stride=24가 seed134 특이 효과가 아니라 평균적으로 유효한 데이터 window 축인지 확인할 수 있다.",docs/train/runs/run_057_artifacts
58,generalizing,low,False,5.556621,2.051282,39.0,80.0,5.563154,5.556621,-0.006533,-0.005285,-0.005285,0.0,478976.0,30616.952441,mps,"{""stride"": 24}","seed=202 저손실 경로에서 stride=24 세 번째 seed 검증: run056(seed134)과 run057(seed151)은 learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 stride를 24로 줄였을 때 validation 손실을 저손실 범위에 유지하면서 final_generalization_gap을 음수로 만들고 overfit_score를 0.0까지 낮췄다. run050은 seed=202의 기존 stride=null 저손실 best로 final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182를 보였다. 따라서 run050과 동일한 모델/함수/학습 조건에서 stride만 24로 줄이면, seed202에서도 validation을 크게 잃지 않으면서 gap과 overfit_score를 낮춰 stride=24를 세 seed 평균 기본 후보로 승격할 수 있는지 확인한다.",docs/train/runs/run_058_artifacts
59,generalizing,high,False,5.66251,2.758621,29.0,80.0,5.546812,5.600586,0.053774,0.043188,0.043188,0.14015,481024.0,45086.692992,mps,"{""context_length"": 64, ""stride"": 32}","stride=24 안정 후보 위에서 context_length=64 문맥 확장 검증: run056, run057, run058은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 세 seed 모두 overfit_score=0.0을 만들었다. 그중 run057(seed151)은 final_val_loss=5.555843, gap=-0.018289로 현재 overfit-aware best다. 따라서 run057을 기준으로 Transformer 구조와 모델 크기는 유지하고 context_length를 48에서 64로 늘리며 stride도 24에서 32로 비례 조정하면, 50% overlap 데이터 window의 안정성은 유지하면서 더 긴 문맥이 validation loss를 더 낮출 수 있는지 확인한다.",docs/train/runs/run_059_artifacts
60,generalizing,low,False,5.551509,2.307692,39.0,90.0,5.561332,5.551509,-0.009823,-0.016495,-0.016495,0.0,478976.0,29923.583564,mps,"{""effective_max_steps"": ""90"", ""epochs"": ""2.307692""}","context_length=64 실패 이후 best window로 복귀한 max_steps=90 단일축 검증: run059는 context_length=64, stride=32가 final_val_loss=5.600586, gap=0.053774, overfit_score=0.140150으로 악화되어 더 긴 문맥이 현재 corpus와 80-step 조건에서 안정적이지 않다는 신호를 줬다. 반면 run056, run057, run058의 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 계열은 세 seed 모두 overfit_score=0.0을 유지했다. 따라서 현재 overfit-aware best인 run057(seed151) 설정으로 되돌리고 max_steps만 80에서 90으로 늘리면, 안정적인 overlapping window 위에서 추가 optimization이 validation을 더 낮추는지 또는 train-only 개선으로 gap을 다시 키우는지 분리해 확인할 수 있다.",docs/train/runs/run_060_artifacts
61,generalizing,low,False,5.544762,2.307692,39.0,90.0,5.549841,5.544762,-0.005079,-0.003831,-0.003831,0.0,478976.0,30001.006038,mps,"{""seed"": 202}","run060의 max_steps=90 개선이 seed151 특이 효과인지 확인하는 seed202 반복 검증: run060은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 max_steps를 80에서 90으로 늘리자 final_val_loss=5.551509, gap=-0.009823, overfit_score=0.0으로 새 best가 되었다. 다만 run060은 seed151 한 번의 결과이므로, 같은 구조와 학습 조건에서 seed만 202로 바꾸면 max_steps=90이 안정적인 추가 optimization인지, 또는 seed151에서만 validation이 운 좋게 내려간 것인지 확인할 수 있다.",docs/train/runs/run_061_artifacts
62,generalizing,low,False,5.546863,2.307692,39.0,90.0,5.552714,5.546863,-0.005851,-0.018556,-0.018556,0.0,478976.0,29116.24471,mps,"{""seed"": 134}","max_steps=90 후보의 seed134 stress test: run060(seed151)과 run061(seed202)은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact, max_steps=90 조건에서 각각 final_val_loss=5.551509와 5.544762를 기록했고 overfit_score=0.0을 유지했다. 하지만 seed134는 이전 run052에서 같은 저손실 계열이 gap=0.044721, overfit_score=0.139939까지 커졌던 가장 까다로운 seed다. 따라서 run061의 구조와 학습 조건을 유지하고 seed만 134로 바꾸면, max_steps=90과 stride=24 조합이 어려운 seed에서도 과적합 없이 validation을 개선하는지 확인할 수 있다.",docs/train/runs/run_062_artifacts
63,generalizing,low,False,5.544585,2.307692,39.0,90.0,5.549392,5.544585,-0.004807,-0.003543,-0.003543,0.0,478976.0,23861.573976,mps,"{""activation_name"": ""silu""}","현재 기본 후보 위에서 activation_name=silu 단일축 함수 교체 검증: run060, run061, run062는 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact, max_steps=90 조건이 seed151/202/134 모두에서 overfit_score=0.0을 유지한다는 것을 보여줬다. 이제 구조나 parameter_count를 바꾸지 않는 activation 교체 축으로 넘어가도 된다. 따라서 현재 best인 run061(seed202)을 기준으로 activation_name만 gelu_exact에서 silu로 바꾸면, SiLU의 부드러운 gating-like 곡선이 안정적인 데이터 window와 90-step 학습 위에서 validation loss를 더 낮추는지 확인할 수 있다.",docs/train/runs/run_063_artifacts
64,generalizing,low,False,5.546693,2.307692,39.0,90.0,5.552301,5.546693,-0.005608,-0.018434,-0.018434,0.0,478976.0,32573.869289,mps,"{""seed"": 134}","silu activation이 seed202에서 gelu_exact 기준선을 아주 작게 앞섰고 overfit_score=0.0을 유지했다. seed134는 이전 고학습률 실험에서 과적합 신호가 강하게 드러났던 stress seed이므로, 같은 안정 조건에서 silu를 반복하면 이 개선이 우연한 seed 효과인지 실제 activation 후보인지 구분할 수 있다.",docs/train/runs/run_064_artifacts
65,generalizing,low,False,5.551222,2.307692,39.0,90.0,5.560767,5.551222,-0.009545,-0.016201,-0.016201,0.0,478976.0,29356.036543,mps,"{""seed"": 151}","silu activation 후보의 3-seed 검증을 완성한다. run063(seed202)과 run064(seed134)는 activation_name=silu 조건에서 final_val_loss를 gelu_exact 대응 run보다 아주 작게 낮추면서 overfit_score=0.0을 유지했다. 남은 seed151에서도 같은 조건을 반복하면 silu 개선이 seed202/134에만 국한된 우연인지, 아니면 현재 안정 baseline 위에서 평균적으로 유효한 함수 교체인지 판단할 수 있다.",docs/train/runs/run_065_artifacts
66,generalizing,low,False,5.544473,2.307692,39.0,90.0,5.541487,5.541162,-0.000325,0.006623,0.006623,0.013247,413184.0,31191.414366,mps,"{""ffn_mult"": 3}","silu 3-seed 검증이 통과했으므로, 현재 안정 후보에서 FFN 내부 폭을 줄여도 validation과 과적합 안정성이 유지되는지 확인한다. ffn_mult를 4에서 3으로 낮추면 Transformer block 순서와 attention/activation 함수는 유지하면서 parameter_count만 줄어든다. 만약 seed202 best 조건에서 final_val_loss가 크게 악화되지 않고 overfit_score=0.0을 유지한다면 현재 모델은 FFN 폭 4가 약간 과한 용량일 수 있고, 더 작은 모델이 같은 일반화 성능을 낼 수 있다.",docs/train/runs/run_066_artifacts
67,generalizing,low,False,5.548691,2.307692,39.0,90.0,5.560222,5.548691,-0.011531,-0.008969,-0.008969,0.0,413184.0,29922.603312,mps,"{""seed"": 134}","ffn_mult=3으로 줄인 silu 후보가 seed202에서 새 best를 만들었으므로, 같은 더 작은 FFN 폭이 seed134 stress seed에서도 validation과 과적합 안정성을 유지하는지 검증한다. seed134는 이전 고학습률 계열에서 과적합 신호가 강했던 seed라서, 여기서 ffn_mult=3이 통과하면 run066의 개선이 단순한 seed202 운이 아니라 작은 FFN이 현재 corpus에 더 잘 맞는다는 근거가 된다.",docs/train/runs/run_067_artifacts
68,generalizing,low,False,5.542543,2.307692,39.0,90.0,5.561051,5.542543,-0.018508,-0.01207,-0.01207,0.0,413184.0,29862.930557,mps,"{""seed"": 151}","silu + ffn_mult=3 효율 후보의 3-seed 검증을 완성한다. run066(seed202)은 ffn_mult=3이 새 best를 만들었고, run067(seed134)은 ffn_mult=4보다 약간 높은 validation loss를 보였지만 overfit_score=0.0과 더 작은 parameter_count를 유지했다. 남은 seed151에서 같은 설정을 반복하면 ffn_mult=3이 평균적으로 ffn_mult=4를 대체할 수 있는 효율 후보인지, 아니면 seed202에 강하게 치우친 축소 모델인지 판단할 수 있다.",docs/train/runs/run_068_artifacts
69,generalizing,low,False,5.542766,2.307692,39.0,90.0,5.561035,5.542766,-0.018269,-0.011831,-0.011831,0.0,413184.0,31915.185038,mps,"{""ffn_dropout_position"": ""after_activation""}","새 기준 후보인 silu + ffn_mult=3에서 FFN dropout 위치를 none에서 after_activation으로 바꾸면, Transformer 구조와 parameter_count를 유지하면서 activation 이후 hidden representation에만 약한 regularization을 줄 수 있다. run068은 seed151에서 현재 best를 만들었고 gap이 음수라 과적합은 없으므로, 이번 실험은 regularization 위치 변경이 validation 안정성을 더 높이는지 아니면 underfit을 만드는지 확인하는 단일축 테스트다.",docs/train/runs/run_069_artifacts
70,generalizing,low,False,5.546014,2.307692,39.0,90.0,5.541141,5.541763,0.000622,0.00757,0.00757,0.015763,413184.0,32222.20393,mps,"{""ffn_dropout_position"": ""after_activation"", ""seed"": 202}","seed202의 silu + ffn_mult=3 기준선에서 FFN dropout 위치를 none에서 after_activation으로 바꾸면, run066의 매우 낮은 validation loss는 유지하면서 작은 overfit_score 신호를 더 낮출 수 있다. run069(seed151)는 after_activation이 best를 넘지는 못했지만 overfit_score=0.0과 거의 같은 validation을 유지했으므로, 이번에는 seed202 matched baseline에서 regularization 위치 효과를 재검증한다.",docs/train/runs/run_070_artifacts
71,generalizing,low,False,5.548701,2.307692,39.0,90.0,5.550296,5.546917,-0.003379,0.003569,0.003569,0.007138,413184.0,31902.067253,mps,"{""learning_rate"": 0.000275}","seed202의 silu + ffn_mult=3 기준선(run066)에서 learning_rate를 0.0003에서 0.000275로 아주 작게 낮추면, 낮은 validation loss는 유지하면서 train-only 개선 폭과 overfit_score를 줄일 수 있다. after_activation dropout은 run069와 run070에서 best를 넘지 못했고 seed202에서는 overfit_score가 오히려 커졌으므로, 이번에는 dropout 위치가 아니라 optimizer step size를 단일축으로 조정한다.",docs/train/runs/run_071_artifacts
72,generalizing,low,False,5.542158,2.307692,39.0,90.0,5.560093,5.542158,-0.017935,-0.011555,-0.011555,0.0,413184.0,29916.280454,mps,"{""activation_name"": ""mish""}","현재 overfit-aware best인 run068의 silu + ffn_mult=3 기준에서 activation_name만 mish로 바꾸면, 구조 순서와 parameter_count를 유지하면서 SiLU보다 더 부드러운 non-monotonic activation이 validation loss를 낮추거나 generalization gap 안정성을 유지할 수 있다. 최근 after_activation dropout과 learning_rate 하향은 best를 넘지 못했으므로, 이번에는 regularization/optimizer가 아니라 FFN 함수 교체 축으로 돌아간다.",docs/train/runs/run_072_artifacts
73,generalizing,low,False,5.545093,2.307692,39.0,90.0,5.540759,5.541102,0.000343,0.007469,0.007469,0.01528,413184.0,32293.173058,mps,"{""seed"": 202}","run072에서 새 best가 된 mish + ffn_mult=3 후보를 seed202에서 반복하면, mish 개선이 seed151에만 국한된 우연인지 아니면 silu를 대체할 수 있는 activation 후보인지 판단할 수 있다. 구조 순서, FFN 폭, optimizer, dropout 위치, context/stride는 그대로 두고 seed만 바꾸어 재현성을 확인한다.",docs/train/runs/run_073_artifacts
74,generalizing,low,False,5.548672,2.307692,39.0,90.0,5.559913,5.548672,-0.011241,-0.008676,-0.008676,0.0,413184.0,29949.243668,mps,"{""seed"": 134}","mish + ffn_mult=3 후보를 seed134 stress seed에서 반복하면, mish가 seed151/202에서만 좋은 우연인지 아니면 세 seed 평균에서도 silu를 대체할 수 있는 activation 후보인지 판단할 수 있다. 구조 순서, FFN 폭, optimizer, dropout 위치, context/stride는 그대로 유지하고 seed만 134로 바꿔 3-seed 검증을 완성한다.",docs/train/runs/run_074_artifacts
75,generalizing,low,False,5.542805,2.307692,39.0,90.0,5.561549,5.542805,-0.018744,-0.012285,-0.012285,0.0,413184.0,30772.450694,mps,"{""activation_name"": ""quick_gelu""}","mish + ffn_mult=3과 silu + ffn_mult=3이 세 seed에서 거의 같은 low-loss/low-overfit 영역을 형성했으므로, 같은 작은 FFN 후보에서 activation_name만 quick_gelu로 바꾸면 GELU 근사의 단순한 곡선이 mish/silu와 동등한 validation loss를 유지하면서 더 빠르거나 더 안정적인 대안이 될 수 있다. 우선 현재 best인 run072와 같은 seed151 조건에서 matched activation ablation을 시작한다.",docs/train/runs/run_075_artifacts
76,generalizing,low,False,5.545176,2.307692,39.0,90.0,5.542429,5.541934,-0.000495,0.006483,0.006483,0.012967,413184.0,30790.998189,mps,"{""seed"": 202}","run075에서 quick_gelu + ffn_mult=3은 seed151에서 mish/silu best 계열과 거의 같은 validation loss를 보이면서 overfit_score=0.0과 더 높은 tokens_per_sec를 기록했다. 같은 설정을 seed202에서 반복하면 quick_gelu가 단일 seed의 near-miss인지, 아니면 mish/silu와 3-seed 평균 비교에 올릴 만한 activation 후보인지 판단할 수 있다.",docs/train/runs/run_076_artifacts
77,generalizing,low,False,5.548875,2.307692,39.0,90.0,5.561022,5.548875,-0.012147,-0.009536,-0.009536,0.0,413184.0,29090.983999,mps,"{""seed"": 134}","quick_gelu + ffn_mult=3이 seed151과 seed202에서 모두 low-risk generalizing으로 통과했으므로, 같은 설정을 seed134 stress seed에서 반복하면 quick_gelu가 mish/silu와 3-seed 평균 비교에 올릴 수 있는 효율 activation 후보인지 확정할 수 있다.",docs/train/runs/run_077_artifacts
78,generalizing,low,False,5.545124,2.307692,39.0,90.0,5.565275,5.545124,-0.020151,-0.013377,-0.013377,0.0,413184.0,33219.30416,mps,"{""activation_name"": ""squared_relu""}","mish, silu, quick_gelu는 ffn_mult=3 안정 세팅에서 모두 low-risk이지만 세 seed 평균 차이가 매우 작고 현재 best를 크게 넘지는 못했다. 같은 구조와 학습 조건에서 activation_name만 squared_relu로 바꾸면 ReLU 계열의 단순한 sparse positive activation과 제곱 비선형성이 작은 FFN 폭에서 더 강한 feature selectivity를 만들어 validation loss를 낮출 수 있는지 확인할 수 있다.",docs/train/runs/run_078_artifacts
79,generalizing,low,False,5.542699,2.307692,39.0,90.0,5.561419,5.542699,-0.018719,-0.01226,-0.01226,0.0,413184.0,31796.648735,mps,"{""activation_name"": ""gelu_exact""}","squared_relu는 seed151 matched ablation에서 overfit_score=0.0과 높은 처리량을 보였지만 final_val_loss=5.545124로 mish/silu/quick_gelu seed151 기준선보다 뒤처졌다. 같은 ffn_mult=3 안정 세팅에서 activation_name만 gelu_exact로 되돌리면, 작은 FFN 폭에서도 원래 GELU 계열 기준선이 smooth activation plateau와 얼마나 근접한지 확인할 수 있다.",docs/train/runs/run_079_artifacts
80,generalizing,low,False,5.545062,2.307692,39.0,90.0,5.542208,5.541787,-0.000421,0.00655,0.00655,0.0131,413184.0,29375.310961,mps,"{""seed"": 202}","gelu_exact + ffn_mult=3은 seed151에서 final_val_loss=5.542699, final_generalization_gap=-0.018719, overfit_score=0.0으로 mish/silu/quick_gelu plateau에 합류했다. 같은 설정을 seed202에서 반복하면 gelu_exact가 작은 FFN 폭에서도 activation 후보로 재진입할 수 있는지, 아니면 seed151에서만 근접한 기준선인지 판단할 수 있다.",docs/train/runs/run_080_artifacts
81,generalizing,low,False,5.548844,2.307692,39.0,90.0,5.560894,5.548844,-0.012049,-0.009443,-0.009443,0.0,413184.0,30793.905368,mps,"{""seed"": 134}","gelu_exact + ffn_mult=3은 seed151과 seed202에서 모두 low-risk로 통과했으므로, 같은 설정을 seed134 stress seed에서 반복하면 gelu_exact가 mish/silu/quick_gelu와 3-seed 평균 비교에 들어갈 수 있는 activation 후보인지 확정할 수 있다.",docs/train/runs/run_081_artifacts
82,generalizing,low,False,5.548852,2.179487,39.0,85.0,5.550033,5.54687,-0.003163,0.003963,0.003963,0.007927,413184.0,31525.481648,mps,"{""effective_max_steps"": ""85"", ""epochs"": ""2.179487""}","activation sweep 결과 mish가 3-seed 평균 final_val_loss에서 가장 앞서고 current best도 run072(mish, seed151)이므로, activation 탐색은 닫고 mish 후보의 seed202 작은 overfit penalty를 줄이는 optimization 단일축을 확인한다. run073의 mish + seed202 + max_steps=90에서 max_steps만 85로 줄이면 낮은 validation loss를 대부분 유지하면서 train 쪽 과진행과 overfit_score를 낮출 수 있다.",docs/train/runs/run_082_artifacts
83,generalizing,low,False,5.545102,2.307692,39.0,90.0,5.540782,5.541119,0.000336,0.007462,0.007462,0.015261,413184.0,27165.717464,mps,"{""effective_max_steps"": ""90"", ""epochs"": ""2.307692"", ""weight_decay"": 0.015}","run082 showed that shortening mish + seed202 from 90 to 85 steps reduces overfit_score but loses too much validation performance, so the next safer test is to restore max_steps=90 and apply only a gentle weight_decay increase from 0.01 to 0.015. If the small seed202 penalty in run073 is due to train-side over-progress rather than activation choice, this should keep the low final_val_loss near 5.541 while reducing overfit_score without the under-training cost seen in run082.",docs/train/runs/run_083_artifacts
