phase,condition_id,purpose,sweep_axis,axis_value,stage,vocab_size,tokenizer_min_frequency,context_length,batch_size,emb_dim,n_heads,n_layers,drop_rate,ffn_mult,norm_first,activation_name,attention_impl,qkv_bias,tie_embeddings,init_std,learning_rate,weight_decay,grad_clip,epochs,epoch_milestones,run_number,repeat_index,seed
phase5_capacity,M098,capacity growth sweep 98M wide-deep,capacity,98M wide-deep,exploratory,12000,2,512,4,768,12,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,123,3,777
phase5_capacity,M130,capacity growth sweep 130M widest-deep 768-width,capacity,130M widest-deep 768-width,exploratory,12000,2,512,4,768,12,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,124,1,123
phase5_capacity,M130,capacity growth sweep 130M widest-deep 768-width,capacity,130M widest-deep 768-width,exploratory,12000,2,512,4,768,12,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,125,2,321
phase5_capacity,M130,capacity growth sweep 130M widest-deep 768-width,capacity,130M widest-deep 768-width,exploratory,12000,2,512,4,768,12,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,126,3,777
phase5_capacity,M110,capacity growth sweep 110M 1024-width,capacity,110M 1024-width,exploratory,12000,2,512,4,1024,16,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,127,1,123
phase5_capacity,M110,capacity growth sweep 110M 1024-width,capacity,110M 1024-width,exploratory,12000,2,512,4,1024,16,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,128,2,321
phase5_capacity,M110,capacity growth sweep 110M 1024-width,capacity,110M 1024-width,exploratory,12000,2,512,4,1024,16,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,129,3,777
phase5_capacity,M160,capacity growth sweep 160M 1024-width deep,capacity,160M 1024-width deep,exploratory,12000,2,512,4,1024,16,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,130,1,123
phase5_capacity,M160,capacity growth sweep 160M 1024-width deep,capacity,160M 1024-width deep,exploratory,12000,2,512,4,1024,16,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,131,2,321
phase5_capacity,M160,capacity growth sweep 160M 1024-width deep,capacity,160M 1024-width deep,exploratory,12000,2,512,4,1024,16,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,132,3,777
phase5_capacity,M210,capacity growth sweep 210M 1024-width deepest,capacity,210M 1024-width deepest,exploratory,12000,2,512,4,1024,16,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,133,1,123
phase5_capacity,M210,capacity growth sweep 210M 1024-width deepest,capacity,210M 1024-width deepest,exploratory,12000,2,512,4,1024,16,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,134,2,321
phase5_capacity,M210,capacity growth sweep 210M 1024-width deepest,capacity,210M 1024-width deepest,exploratory,12000,2,512,4,1024,16,16,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,135,3,777
phase5_capacity,M240,capacity growth sweep 240M 1280-width deep,capacity,240M 1280-width deep,exploratory,12000,2,512,4,1280,20,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,136,1,123
phase5_capacity,M240,capacity growth sweep 240M 1280-width deep,capacity,240M 1280-width deep,exploratory,12000,2,512,4,1280,20,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,137,2,321
phase5_capacity,M240,capacity growth sweep 240M 1280-width deep,capacity,240M 1280-width deep,exploratory,12000,2,512,4,1280,20,12,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,138,3,777
phase6_context,CTX0256,context-length growth sweep context=256,context_length,256,exploratory,12000,2,256,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,139,1,123
phase6_context,CTX0256,context-length growth sweep context=256,context_length,256,exploratory,12000,2,256,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,140,2,321
phase6_context,CTX0256,context-length growth sweep context=256,context_length,256,exploratory,12000,2,256,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,141,3,777
phase6_context,CTX0384,context-length growth sweep context=384,context_length,384,exploratory,12000,2,384,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,142,1,123
phase6_context,CTX0384,context-length growth sweep context=384,context_length,384,exploratory,12000,2,384,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,143,2,321
phase6_context,CTX0384,context-length growth sweep context=384,context_length,384,exploratory,12000,2,384,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,144,3,777
phase6_context,CTX0512,context-length growth sweep context=512,context_length,512,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,145,1,123
phase6_context,CTX0512,context-length growth sweep context=512,context_length,512,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,146,2,321
phase6_context,CTX0512,context-length growth sweep context=512,context_length,512,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,147,3,777
phase6_context,CTX0640,context-length growth sweep context=640,context_length,640,exploratory,12000,2,640,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,148,1,123
phase6_context,CTX0640,context-length growth sweep context=640,context_length,640,exploratory,12000,2,640,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,149,2,321
phase6_context,CTX0640,context-length growth sweep context=640,context_length,640,exploratory,12000,2,640,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,150,3,777
phase6_context,CTX0768,context-length growth sweep context=768,context_length,768,exploratory,12000,2,768,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,151,1,123
phase6_context,CTX0768,context-length growth sweep context=768,context_length,768,exploratory,12000,2,768,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,152,2,321
phase6_context,CTX0768,context-length growth sweep context=768,context_length,768,exploratory,12000,2,768,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,153,3,777
phase6_context,CTX1024,context-length growth sweep context=1024,context_length,1024,exploratory,12000,2,1024,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,154,1,123
phase6_context,CTX1024,context-length growth sweep context=1024,context_length,1024,exploratory,12000,2,1024,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,155,2,321
phase6_context,CTX1024,context-length growth sweep context=1024,context_length,1024,exploratory,12000,2,1024,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,156,3,777
phase6_context,CTX1280,context-length growth sweep context=1280,context_length,1280,exploratory,12000,2,1280,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,157,1,123
phase6_context,CTX1280,context-length growth sweep context=1280,context_length,1280,exploratory,12000,2,1280,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,158,2,321
phase6_context,CTX1280,context-length growth sweep context=1280,context_length,1280,exploratory,12000,2,1280,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,159,3,777
phase6_context,CTX1536,context-length growth sweep context=1536,context_length,1536,exploratory,12000,2,1536,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,160,1,123
phase6_context,CTX1536,context-length growth sweep context=1536,context_length,1536,exploratory,12000,2,1536,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,161,2,321
phase6_context,CTX1536,context-length growth sweep context=1536,context_length,1536,exploratory,12000,2,1536,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,162,3,777
phase6_context,CTX2048,context-length growth sweep context=2048,context_length,2048,exploratory,12000,2,2048,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,163,1,123
phase6_context,CTX2048,context-length growth sweep context=2048,context_length,2048,exploratory,12000,2,2048,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,164,2,321
phase6_context,CTX2048,context-length growth sweep context=2048,context_length,2048,exploratory,12000,2,2048,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,165,3,777
phase7_batch_size,BS001,batch-size sweep batch_size=1,batch_size,1,exploratory,12000,2,512,1,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,166,1,123
phase7_batch_size,BS001,batch-size sweep batch_size=1,batch_size,1,exploratory,12000,2,512,1,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,167,2,321
phase7_batch_size,BS001,batch-size sweep batch_size=1,batch_size,1,exploratory,12000,2,512,1,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,168,3,777
phase7_batch_size,BS002,batch-size sweep batch_size=2,batch_size,2,exploratory,12000,2,512,2,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,169,1,123
phase7_batch_size,BS002,batch-size sweep batch_size=2,batch_size,2,exploratory,12000,2,512,2,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,170,2,321
phase7_batch_size,BS002,batch-size sweep batch_size=2,batch_size,2,exploratory,12000,2,512,2,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,171,3,777
phase7_batch_size,BS004,batch-size sweep batch_size=4,batch_size,4,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,172,1,123
phase7_batch_size,BS004,batch-size sweep batch_size=4,batch_size,4,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,173,2,321
phase7_batch_size,BS004,batch-size sweep batch_size=4,batch_size,4,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,174,3,777
phase7_batch_size,BS008,batch-size sweep batch_size=8,batch_size,8,exploratory,12000,2,512,8,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,175,1,123
phase7_batch_size,BS008,batch-size sweep batch_size=8,batch_size,8,exploratory,12000,2,512,8,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,176,2,321
phase7_batch_size,BS008,batch-size sweep batch_size=8,batch_size,8,exploratory,12000,2,512,8,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,177,3,777
phase7_batch_size,BS016,batch-size sweep batch_size=16,batch_size,16,exploratory,12000,2,512,16,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,178,1,123
phase7_batch_size,BS016,batch-size sweep batch_size=16,batch_size,16,exploratory,12000,2,512,16,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,179,2,321
phase7_batch_size,BS016,batch-size sweep batch_size=16,batch_size,16,exploratory,12000,2,512,16,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,180,3,777
phase8_dropout,DO000,dropout sweep dropout=0,drop_rate,0,exploratory,12000,2,512,4,512,8,8,0.0,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,181,1,123
phase8_dropout,DO000,dropout sweep dropout=0,drop_rate,0,exploratory,12000,2,512,4,512,8,8,0.0,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,182,2,321
phase8_dropout,DO000,dropout sweep dropout=0,drop_rate,0,exploratory,12000,2,512,4,512,8,8,0.0,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,183,3,777
phase8_dropout,DO020,dropout sweep dropout=0.02,drop_rate,0.02,exploratory,12000,2,512,4,512,8,8,0.02,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,184,1,123
phase8_dropout,DO020,dropout sweep dropout=0.02,drop_rate,0.02,exploratory,12000,2,512,4,512,8,8,0.02,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,185,2,321
phase8_dropout,DO020,dropout sweep dropout=0.02,drop_rate,0.02,exploratory,12000,2,512,4,512,8,8,0.02,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,186,3,777
phase8_dropout,DO030,dropout sweep dropout=0.03,drop_rate,0.03,exploratory,12000,2,512,4,512,8,8,0.03,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,187,1,123
phase8_dropout,DO030,dropout sweep dropout=0.03,drop_rate,0.03,exploratory,12000,2,512,4,512,8,8,0.03,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,188,2,321
phase8_dropout,DO030,dropout sweep dropout=0.03,drop_rate,0.03,exploratory,12000,2,512,4,512,8,8,0.03,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,189,3,777
phase8_dropout,DO050,dropout sweep dropout=0.05,drop_rate,0.05,exploratory,12000,2,512,4,512,8,8,0.05,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,190,1,123
phase8_dropout,DO050,dropout sweep dropout=0.05,drop_rate,0.05,exploratory,12000,2,512,4,512,8,8,0.05,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,191,2,321
phase8_dropout,DO050,dropout sweep dropout=0.05,drop_rate,0.05,exploratory,12000,2,512,4,512,8,8,0.05,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,192,3,777
phase8_dropout,DO080,dropout sweep dropout=0.08,drop_rate,0.08,exploratory,12000,2,512,4,512,8,8,0.08,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,193,1,123
phase8_dropout,DO080,dropout sweep dropout=0.08,drop_rate,0.08,exploratory,12000,2,512,4,512,8,8,0.08,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,194,2,321
phase8_dropout,DO080,dropout sweep dropout=0.08,drop_rate,0.08,exploratory,12000,2,512,4,512,8,8,0.08,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,195,3,777
phase8_dropout,DO100,dropout sweep dropout=0.1,drop_rate,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,196,1,123
phase8_dropout,DO100,dropout sweep dropout=0.1,drop_rate,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,197,2,321
phase8_dropout,DO100,dropout sweep dropout=0.1,drop_rate,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,198,3,777
phase8_dropout,DO120,dropout sweep dropout=0.12,drop_rate,0.12,exploratory,12000,2,512,4,512,8,8,0.12,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,199,1,123
phase8_dropout,DO120,dropout sweep dropout=0.12,drop_rate,0.12,exploratory,12000,2,512,4,512,8,8,0.12,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,200,2,321
phase8_dropout,DO120,dropout sweep dropout=0.12,drop_rate,0.12,exploratory,12000,2,512,4,512,8,8,0.12,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,201,3,777
phase8_dropout,DO150,dropout sweep dropout=0.15,drop_rate,0.15,exploratory,12000,2,512,4,512,8,8,0.15,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,202,1,123
phase8_dropout,DO150,dropout sweep dropout=0.15,drop_rate,0.15,exploratory,12000,2,512,4,512,8,8,0.15,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,203,2,321
phase8_dropout,DO150,dropout sweep dropout=0.15,drop_rate,0.15,exploratory,12000,2,512,4,512,8,8,0.15,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,204,3,777
phase8_dropout,DO200,dropout sweep dropout=0.2,drop_rate,0.2,exploratory,12000,2,512,4,512,8,8,0.2,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,205,1,123
phase8_dropout,DO200,dropout sweep dropout=0.2,drop_rate,0.2,exploratory,12000,2,512,4,512,8,8,0.2,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,206,2,321
phase8_dropout,DO200,dropout sweep dropout=0.2,drop_rate,0.2,exploratory,12000,2,512,4,512,8,8,0.2,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,207,3,777
phase8_dropout,DO300,dropout sweep dropout=0.3,drop_rate,0.3,exploratory,12000,2,512,4,512,8,8,0.3,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,208,1,123
phase8_dropout,DO300,dropout sweep dropout=0.3,drop_rate,0.3,exploratory,12000,2,512,4,512,8,8,0.3,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,209,2,321
phase8_dropout,DO300,dropout sweep dropout=0.3,drop_rate,0.3,exploratory,12000,2,512,4,512,8,8,0.3,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,210,3,777
phase8_dropout,DO400,dropout sweep dropout=0.4,drop_rate,0.4,exploratory,12000,2,512,4,512,8,8,0.4,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,211,1,123
phase8_dropout,DO400,dropout sweep dropout=0.4,drop_rate,0.4,exploratory,12000,2,512,4,512,8,8,0.4,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,212,2,321
phase8_dropout,DO400,dropout sweep dropout=0.4,drop_rate,0.4,exploratory,12000,2,512,4,512,8,8,0.4,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,213,3,777
phase9_weight_decay,WD000,weight-decay sweep weight_decay=0,weight_decay,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.0,1.0,50,,214,1,123
phase9_weight_decay,WD000,weight-decay sweep weight_decay=0,weight_decay,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.0,1.0,50,,215,2,321
phase9_weight_decay,WD000,weight-decay sweep weight_decay=0,weight_decay,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.0,1.0,50,,216,3,777
phase9_weight_decay,WD005,weight-decay sweep weight_decay=0.005,weight_decay,0.005,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.005,1.0,50,,217,1,123
phase9_weight_decay,WD005,weight-decay sweep weight_decay=0.005,weight_decay,0.005,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.005,1.0,50,,218,2,321
phase9_weight_decay,WD005,weight-decay sweep weight_decay=0.005,weight_decay,0.005,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.005,1.0,50,,219,3,777
phase9_weight_decay,WD010,weight-decay sweep weight_decay=0.01,weight_decay,0.01,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.01,1.0,50,,220,1,123
phase9_weight_decay,WD010,weight-decay sweep weight_decay=0.01,weight_decay,0.01,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.01,1.0,50,,221,2,321
phase9_weight_decay,WD010,weight-decay sweep weight_decay=0.01,weight_decay,0.01,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.01,1.0,50,,222,3,777
phase9_weight_decay,WD020,weight-decay sweep weight_decay=0.02,weight_decay,0.02,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.02,1.0,50,,223,1,123
phase9_weight_decay,WD020,weight-decay sweep weight_decay=0.02,weight_decay,0.02,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.02,1.0,50,,224,2,321
phase9_weight_decay,WD020,weight-decay sweep weight_decay=0.02,weight_decay,0.02,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.02,1.0,50,,225,3,777
phase9_weight_decay,WD030,weight-decay sweep weight_decay=0.03,weight_decay,0.03,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.03,1.0,50,,226,1,123
phase9_weight_decay,WD030,weight-decay sweep weight_decay=0.03,weight_decay,0.03,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.03,1.0,50,,227,2,321
phase9_weight_decay,WD030,weight-decay sweep weight_decay=0.03,weight_decay,0.03,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.03,1.0,50,,228,3,777
phase9_weight_decay,WD050,weight-decay sweep weight_decay=0.05,weight_decay,0.05,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,229,1,123
phase9_weight_decay,WD050,weight-decay sweep weight_decay=0.05,weight_decay,0.05,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,230,2,321
phase9_weight_decay,WD050,weight-decay sweep weight_decay=0.05,weight_decay,0.05,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,1.0,50,,231,3,777
phase9_weight_decay,WD075,weight-decay sweep weight_decay=0.075,weight_decay,0.075,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.075,1.0,50,,232,1,123
phase9_weight_decay,WD075,weight-decay sweep weight_decay=0.075,weight_decay,0.075,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.075,1.0,50,,233,2,321
phase9_weight_decay,WD075,weight-decay sweep weight_decay=0.075,weight_decay,0.075,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.075,1.0,50,,234,3,777
phase9_weight_decay,WD100,weight-decay sweep weight_decay=0.1,weight_decay,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.1,1.0,50,,235,1,123
phase9_weight_decay,WD100,weight-decay sweep weight_decay=0.1,weight_decay,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.1,1.0,50,,236,2,321
phase9_weight_decay,WD100,weight-decay sweep weight_decay=0.1,weight_decay,0.1,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.1,1.0,50,,237,3,777
phase9_weight_decay,WD150,weight-decay sweep weight_decay=0.15,weight_decay,0.15,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.15,1.0,50,,238,1,123
phase9_weight_decay,WD150,weight-decay sweep weight_decay=0.15,weight_decay,0.15,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.15,1.0,50,,239,2,321
phase9_weight_decay,WD150,weight-decay sweep weight_decay=0.15,weight_decay,0.15,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.15,1.0,50,,240,3,777
phase9_weight_decay,WD200,weight-decay sweep weight_decay=0.2,weight_decay,0.2,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.2,1.0,50,,241,1,123
phase9_weight_decay,WD200,weight-decay sweep weight_decay=0.2,weight_decay,0.2,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.2,1.0,50,,242,2,321
phase9_weight_decay,WD200,weight-decay sweep weight_decay=0.2,weight_decay,0.2,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.2,1.0,50,,243,3,777
phase9_weight_decay,WD300,weight-decay sweep weight_decay=0.3,weight_decay,0.3,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.3,1.0,50,,244,1,123
phase9_weight_decay,WD300,weight-decay sweep weight_decay=0.3,weight_decay,0.3,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.3,1.0,50,,245,2,321
phase9_weight_decay,WD300,weight-decay sweep weight_decay=0.3,weight_decay,0.3,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.3,1.0,50,,246,3,777
phase9_weight_decay,WD500,weight-decay sweep weight_decay=0.5,weight_decay,0.5,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.5,1.0,50,,247,1,123
phase9_weight_decay,WD500,weight-decay sweep weight_decay=0.5,weight_decay,0.5,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.5,1.0,50,,248,2,321
phase9_weight_decay,WD500,weight-decay sweep weight_decay=0.5,weight_decay,0.5,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.5,1.0,50,,249,3,777
phase10_grad_clip,GC000,gradient clipping sweep grad_clip=0,grad_clip,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,0.0,50,,250,1,123
phase10_grad_clip,GC000,gradient clipping sweep grad_clip=0,grad_clip,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,0.0,50,,251,2,321
phase10_grad_clip,GC000,gradient clipping sweep grad_clip=0,grad_clip,0,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,0.0,50,,252,3,777
phase10_grad_clip,GC025,gradient clipping sweep grad_clip=0.25,grad_clip,0.25,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,0.25,50,,253,1,123
phase10_grad_clip,GC025,gradient clipping sweep grad_clip=0.25,grad_clip,0.25,exploratory,12000,2,512,4,512,8,8,0.1,4,True,gelu,sdpa,False,True,0.02,0.0003,0.05,0.25,50,,254,2,321
