experiment_id,title,source_md,comparison_group,changed_variable,changed_value,seed,vocab_size,context_length,emb_dim,n_heads,n_layers,ffn_mult,activation,drop_rate,norm_first,qkv_bias,weight_tying,stride,num_epochs,parameter_count,actual_vocab_size,bpe_merge_count,train_char_count,val_char_count,train_token_count,val_token_count,train_tokens_per_char,val_tokens_per_char,train_chars_per_token,val_chars_per_token,best_epoch,best_step,best_tokens_seen,best_val_loss,best_val_bits_per_char,final_epoch,final_step,final_tokens_seen,final_train_loss,final_val_loss,final_train_bits_per_char,final_val_bits_per_char,final_minus_best_val_loss,final_minus_best_val_bits_per_char,final_generalization_gap,gap_slope_last_quarter,overfit_score,tokens_per_parameter,tokens_per_sec_after_warmup,compute_proxy_param_tokens,estimated_train_flops
E45,E45 postLN layers8 20ep,docs/HY/testresult/E45_postLN_layers8_20ep_result.md,depth_norm_20ep,n_layers_norm_first,"layers=8,norm_first=False",123,3000,128,192,4,8,4,gelu,0.1,False,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,14.0,2744.0,11239424.0,5.02634,4.233596342760215,20.0,3920.0,16056320.0,3.81998,5.07744,3.216070351738069,4.276636959414689,0.05109999999999992,0.04304061665447367,1.25747,9.517359738204746e-08,1.4037435973820476,3.3936639342044748,106533.0,75966688788480.0,455800132730880.0
E46,E46 preLN layers8 20ep,docs/HY/testresult/E46_preLN_layers8_20ep_result.md,depth_norm_20ep,n_layers_norm_first,"layers=8,norm_first=True",123,3000,128,192,4,8,4,gelu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.01802,4.22658855546931,20.0,3920.0,16056320.0,4.23948,5.01802,3.569250607277135,4.22658855546931,0.0,0.0,0.778538,6.183080283019438e-08,0.8403688028301943,3.3936639342044748,101662.0,75966688788480.0,455800132730880.0
E47,E47 postLN layers12 20ep,docs/HY/testresult/E47_postLN_layers12_20ep_result.md,depth_norm_20ep,n_layers_norm_first,"layers=12,norm_first=False",123,3000,128,192,4,12,4,gelu,0.1,False,False,False,128,20,6508416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,18.0,3528.0,14450688.0,7.29038,6.140556768012553,20.0,3920.0,16056320.0,7.29105,7.29057,6.138390708338747,6.140716801616552,0.00018999999999991246,0.0001600336039988548,-0.000484629,4.3549738645969676e-10,0.0006254973864596091,2.4670088697464942,70356.9,104501209989120.0,627007259934720.0
E48,E48 preLN layers12 20ep,docs/HY/testresult/E48_preLN_layers12_20ep_result.md,depth_norm_20ep,n_layers_norm_first,"layers=12,norm_first=True",123,3000,128,192,4,12,4,gelu,0.1,True,False,False,128,20,6508416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.01829,4.226815971643415,20.0,3920.0,16056320.0,4.15652,5.01829,3.499405949352174,4.226815971643415,0.0,0.0,0.861776,8.156008747212527e-08,0.9433360874721253,2.4670088697464942,73676.8,104501209989120.0,627007259934720.0
E49,E49 activation GELU depth8 preLN seed42 20ep,docs/HY/testresult/E49_activation_GELU_depth8_preLN_seed42_20ep_result.md,activation_seed,activation_seed,"activation=gelu,seed=42",42,3000,128,192,4,8,4,gelu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.00007,4.211469591302034,20.0,3920.0,16056320.0,4.17547,5.00007,3.5153600991554286,4.211469591302034,0.0,0.0,0.8246,6.766566790095683e-08,0.8922656679009568,3.3936639342044748,108931.0,75966688788480.0,455800132730880.0
E50,E50 activation ReLU depth8 preLN seed42 20ep,docs/HY/testresult/E50_activation_ReLU_depth8_preLN_seed42_20ep_result.md,activation_seed,activation_seed,"activation=relu,seed=42",42,3000,128,192,4,8,4,relu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,16.0,3136.0,12845056.0,5.04861,4.252353965713153,20.0,3920.0,16056320.0,3.99895,5.05591,3.3667465623073816,4.258502625235221,0.007299999999999862,0.006148659522067668,1.05696,7.668608406012155e-08,1.1409460840601213,3.3936639342044748,116739.0,75966688788480.0,455800132730880.0
E51,E51 activation SiLU depth8 preLN seed42 20ep,docs/HY/testresult/E51_activation_SiLU_depth8_preLN_seed42_20ep_result.md,activation_seed,activation_seed,"activation=silu,seed=42",42,3000,128,192,4,8,4,silu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.11516,4.308407841219126,20.0,3920.0,16056320.0,4.47866,5.11516,3.770618076931088,4.308407841219126,0.0,0.0,0.636498,4.068037546811372e-08,0.6771783754681138,3.3936639342044748,123180.0,75966688788480.0,455800132730880.0
E52,E52 activation GELU depth8 preLN seed123 20ep,docs/HY/testresult/E52_activation_GELU_depth8_preLN_seed123_20ep_result.md,activation_seed,activation_seed,"activation=gelu,seed=123",123,3000,128,192,4,8,4,gelu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.01802,4.22658855546931,20.0,3920.0,16056320.0,4.23948,5.01802,3.569250607277135,4.22658855546931,0.0,0.0,0.778538,6.183080283019438e-08,0.8403688028301943,3.3936639342044748,106037.0,75966688788480.0,455800132730880.0
E53,E53 activation ReLU depth8 preLN seed123 20ep,docs/HY/testresult/E53_activation_ReLU_depth8_preLN_seed123_20ep_result.md,activation_seed,activation_seed,"activation=relu,seed=123",123,3000,128,192,4,8,4,relu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,17.0,3332.0,13647872.0,5.04821,4.252017052862628,20.0,3920.0,16056320.0,3.99907,5.05189,3.3668475912243414,4.2551166510874525,0.0036800000000001276,0.003099598224824085,1.05282,7.489338908658743e-08,1.1313933890865877,3.3936639342044748,107537.0,75966688788480.0,455800132730880.0
E54,E54 activation SiLU depth8 preLN seed123 20ep,docs/HY/testresult/E54_activation_SiLU_depth8_preLN_seed123_20ep_result.md,activation_seed,activation_seed,"activation=silu,seed=123",123,3000,128,192,4,8,4,silu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.12273,4.314783916915297,20.0,3920.0,16056320.0,4.48244,5.12273,3.7738004878153264,4.314783916915297,0.0,0.0,0.640292,4.089950434292891e-08,0.6811915043429289,3.3936639342044748,113550.0,75966688788480.0,455800132730880.0
E55,E55 activation GELU depth8 preLN seed2026 20ep,docs/HY/testresult/E55_activation_GELU_depth8_preLN_seed2026_20ep_result.md,activation_seed,activation_seed,"activation=gelu,seed=2026",2026,3000,128,192,4,8,4,gelu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.02581,4.23314993323327,20.0,3920.0,16056320.0,4.18926,5.02581,3.526970005529406,4.23314993323327,0.0,0.0,0.83655,6.935568368085855e-08,0.9059056836808586,3.3936639342044748,103179.0,75966688788480.0,455800132730880.0
E56,E56 activation ReLU depth8 preLN seed2026 20ep,docs/HY/testresult/E56_activation_ReLU_depth8_preLN_seed2026_20ep_result.md,activation_seed,activation_seed,"activation=relu,seed=2026",2026,3000,128,192,4,8,4,relu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,16.0,3136.0,12845056.0,5.05259,4.255706248575869,20.0,3920.0,16056320.0,4.01172,5.06233,3.3774977228872003,4.263910076486135,0.00973999999999986,0.008203827910265638,1.0506,7.80121092235069e-08,1.1383521092235067,3.3936639342044748,113008.0,75966688788480.0,455800132730880.0
E57,E57 activation SiLU depth8 preLN seed2026 20ep,docs/HY/testresult/E57_activation_SiLU_depth8_preLN_seed2026_20ep_result.md,activation_seed,activation_seed,"activation=silu,seed=2026",2026,3000,128,192,4,8,4,silu,0.1,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.14228,4.33125053248467,20.0,3920.0,16056320.0,4.49343,5.14228,3.7830530527935724,4.33125053248467,0.0,0.0,0.648859,4.144233258306368e-08,0.6903013325830636,3.3936639342044748,113252.0,75966688788480.0,455800132730880.0
E60,E60 postLN layers8 drop0.2 lr0.0002,docs/HY/testresult/E60_postLN_layers8_drop0p2_lr0p0002_result.md,regularized_depth_norm,n_layers_norm_first,"layers=8,norm_first=False",123,3000,128,192,4,8,4,gelu,0.2,False,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.06882,4.269376487485891,20.0,3920.0,16056320.0,4.60682,5.06882,3.8785169602442866,4.269376487485891,0.0,0.0,0.461998,2.7794543804992007e-08,0.48979254380499204,3.3936639342044748,115363.0,75966688788480.0,455800132730880.0
E61,E61 preLN layers8 drop0.2 lr0.0002,docs/HY/testresult/E61_preLN_layers8_drop0p2_lr0p0002_result.md,regularized_depth_norm,n_layers_norm_first,"layers=8,norm_first=True",123,3000,128,192,4,8,4,gelu,0.2,True,False,False,128,20,4731264.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.19148,4.372690813099154,20.0,3920.0,16056320.0,4.89562,5.19148,4.12165988706117,4.372690813099154,0.0,0.0,0.295861,1.6247207082378923e-08,0.3121082070823789,3.3936639342044748,106801.0,75966688788480.0,455800132730880.0
E62,E62 postLN layers12 drop0.2 lr0.0002,docs/HY/testresult/E62_postLN_layers12_drop0p2_lr0p0002_result.md,regularized_depth_norm,n_layers_norm_first,"layers=12,norm_first=False",123,3000,128,192,4,12,4,gelu,0.2,False,False,False,128,20,6508416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.06085,4.262663498939196,20.0,3920.0,16056320.0,4.56902,5.06085,3.8466928514019108,4.262663498939196,0.0,0.0,0.491836,3.1446546932188655e-08,0.5232825469321887,2.4670088697464942,78411.3,104501209989120.0,627007259934720.0
E63,E63 preLN layers12 drop0.2 lr0.0002,docs/HY/testresult/E63_preLN_layers12_drop0p2_lr0p0002_result.md,regularized_depth_norm,n_layers_norm_first,"layers=12,norm_first=True",123,3000,128,192,4,12,4,gelu,0.2,True,False,False,128,20,6508416.0,3000,2740,1379486.0,120560.0,805021.0,70386.0,0.5835659078816313,0.5838254810882548,1.7136025022949712,1.7128406217145455,20.0,3920.0,16056320.0,5.14245,4.331393720446143,20.0,3920.0,16056320.0,4.8324,5.14245,4.068434485976116,4.331393720446143,0.0,0.0,0.310047,1.9328593634486503e-08,0.32937559363448654,2.4670088697464942,77913.1,104501209989120.0,627007259934720.0
